STU_ID,X2SEX,X2RACE,X2SESQ5,X2TXMQUINT,X2MTHID,X2MTHUTI,X2MTHEFF,X2MTHINT_R
11944,2,8,5,5,-9,-9,-9,-9
11946,1,8,5,5,-0.42,-0.5,-1.09,-0.6
11947,2,3,1,2,-0.96,1.21,-0.91,-7
11948,2,8,1,3,-0.42,-0.5,-1.09,-1.64
11949,1,8,5,4,-0.42,1.21,-0.15,0.19
11950,1,8,5,4,0.12,-0.5,0.53,0.86
11951,1,5,4,4,1.24,1.21,0.29,-0.62
11952,1,8,2,2,0.12,-1.83,-0.03,-0.21
11953,1,8,3,2,-0.42,-0.5,0.11,-7
11954,1,3,3,4,0.7,0.58,0.32,-7
11955,2,8,5,4,0.16,0.8,0.32,0.19
11956,1,5,2,3,0.12,-0.5,-0.24,-7
11957,1,6,4,4,-0.42,1.21,1.14,0.05
11958,1,8,3,2,-0.42,0.13,-0.62,-1
11959,2,8,5,5,1.24,0.13,1.32,-0.48
11960,1,6,5,3,0.7,-0.5,0.32,0.71
11961,2,8,5,5,1.82,1.21,-0.74,0.32
11962,1,2,4,5,0.7,1.21,0.32,1.38
11963,2,3,2,1,0.7,-0.48,0.79,-0.46
11964,1,2,2,2,-0.42,-0.5,-0.03,-0.6
11965,2,8,2,2,1.82,1.21,0.11,0.18
11966,2,2,1,4,1.24,1.21,-1.09,0.34
11967,1,8,3,1,-0.42,-0.5,0.32,-7
11968,1,8,1,3,1.82,1.21,1.73,0.56
11969,1,5,2,3,0.7,-0.5,-0.53,-0.08
11970,1,8,3,4,1.28,1.21,-1.05,-7
11971,2,3,5,5,-1.54,0.13,1.73,0.05
11972,2,3,1,1,-0.42,-0.5,0.32,-0.46
11974,1,3,-8,-8,-8,-8,-8,-8
11975,2,2,5,4,0.16,0.13,-0.35,0.32
11976,2,8,3,2,-1.54,-0.5,0.11,-0.99
11977,1,8,5,5,1.28,1.21,-0.06,0.71
11978,1,8,3,2,-1.54,-0.5,-1.09,-0.6
11979,2,3,4,3,-0.42,-0.5,0.32,0.19
11980,2,5,5,3,-0.96,1.21,0.11,-0.6
11981,2,8,4,3,-0.42,-0.5,-0.56,0.19
11982,2,3,3,2,-1.54,-0.5,-2.5,-1.64
11983,1,5,5,5,0.12,0.16,-0.15,-0.99
11984,2,6,2,1,-0.42,-0.5,-0.44,-0.2
11985,2,8,4,2,-9,-0.5,-1.3,-0.45
11986,2,8,5,5,-1.54,-2.25,-1.91,-0.35
11987,1,8,-8,-8,-8,-8,-8,-8
11988,2,8,2,1,-0.96,0.38,-0.09,-1
11990,1,2,2,2,1.82,1.21,-0.09,-7
11991,2,3,4,1,-0.37,0.38,0.32,0.19
11992,1,8,1,2,1.82,1.21,1.34,0.22
11993,1,8,3,2,0.16,-3.3,-1.09,-1.25
11994,2,2,3,5,-0.42,1.21,0.11,0.19
11995,2,8,5,5,-0.37,0.13,-1.09,-1.5
11996,1,5,1,1,0.16,0.38,0.11,-7
11997,1,8,4,3,1.28,-0.5,-0.15,0.61
11998,1,8,5,4,-0.42,-1.17,0.71,-0.6
11999,1,8,5,5,1.82,0.8,1.52,-0.23
12000,2,5,1,1,0.7,1.21,1.17,0.44
12001,2,6,-8,-8,-8,-8,-8,-8
12002,1,3,-8,-8,-8,-8,-8,-8
12003,1,5,-8,-8,-8,-8,-8,-8
12004,1,6,5,5,0.7,-0.09,0.32,1.5
12005,1,8,3,1,0.7,-0.5,-1.09,-0.2
12006,2,8,5,5,-1.54,-0.5,-2.15,-1.64
12007,2,8,4,3,0.16,-3.28,0.32,-0.46
12008,1,8,4,4,0.7,1.21,-0.24,0.71
12009,2,8,2,1,-0.42,-0.5,-1.3,-0.6
12010,2,6,3,3,-0.42,-0.5,0.32,0.71
12011,1,8,5,5,0.7,1.21,1.73,0.96
12012,2,8,5,5,1.82,0.13,1.73,1.1
12014,1,8,4,4,0.16,0.13,0.32,-0.6
12015,2,8,5,4,-0.42,-0.5,-0.03,0.44
12016,1,1,4,5,0.16,-0.5,1.52,0.44
12017,1,8,4,5,0.7,-0.5,0.32,-0.2
12018,1,5,2,2,0.16,-0.5,0.53,1.1
12019,2,5,1,4,-0.42,-0.5,0.32,-7
12020,2,3,-8,-8,-8,-8,-8,-8
12021,1,5,3,1,0.12,1.21,1.73,2.17
12022,1,2,4,4,1.24,1.21,0.67,-7
12023,2,8,2,1,-9,-0.5,0.32,-7
12024,1,8,5,5,1.82,1.21,1.52,1.78
12025,1,8,3,5,0.66,0.38,0.91,-7
12026,1,2,5,5,0.21,0.13,-1.12,-1
12027,1,5,5,4,1.82,1.21,1.73,2.17
12028,2,8,5,4,0.16,1.21,0.11,0.31
12029,1,5,2,2,-1.54,-0.5,-9,-7
12030,2,8,5,5,1.82,-0.28,1.32,1.11
12031,1,2,-8,-8,-8,-8,-8,-8
12032,2,2,2,5,0.7,-0.5,0.32,0.44
12033,2,8,4,2,-1.54,-1.17,0.32,-0.6
12034,2,6,3,3,0.7,1.21,-0.24,0.34
12035,2,8,3,4,1.82,1.21,1.52,2.17
12037,2,8,2,1,-1.54,-0.5,-1.09,-0.85
12038,2,8,5,4,-0.42,0.38,0.03,-0.47
12040,1,8,3,4,0.16,1.21,0.32,-7
12041,2,8,3,5,0.16,-0.5,-1.09,-7
12042,1,8,5,5,-0.42,0.8,0.93,0.44
12043,2,8,3,4,1.82,1.21,0.75,-7
12044,2,8,4,1,0.7,-0.92,-1.09,-0.2
12045,1,8,4,3,-0.42,-0.5,0.32,0.84
12046,2,8,3,4,0.7,-0.5,0.11,-9
12047,1,8,3,4,0.7,-0.92,-0.15,-0.73
12048,2,5,-8,-8,-8,-8,-8,-8
12049,2,8,2,3,-1.54,-1.34,-0.17,-1.14
12050,2,8,2,4,-0.42,0.16,0.11,-0.35
12051,2,2,5,4,-0.42,-0.5,0.32,-0.21
12052,2,2,2,4,0.7,1.21,0.32,-7
12053,1,5,5,5,0.16,-0.5,0.32,-0.6
12054,1,6,1,3,-0.42,0.13,-0.03,-1.25
12055,2,2,3,5,1.82,1.21,1.73,-0.48
12056,1,3,2,2,0.16,1.21,0.11,0.19
12057,1,3,1,1,0.7,-0.5,0.79,-7
12058,2,3,3,3,-0.37,-1.8,-0.7,-0.6
12059,1,8,3,5,1.82,1.21,1.17,2.17
12060,2,1,3,3,0.16,-9,-1.3,-1.39
12061,1,8,1,2,0.16,-0.5,0.32,-1.25
12062,2,8,1,4,0.16,-2,-2.5,-0.7
12063,2,7,4,3,1.82,0.8,1.73,0.61
12064,2,5,1,2,0.7,-0.5,0.32,0.71
12065,1,8,2,5,1.82,1.21,1.73,1.1
12066,2,5,-8,-8,-8,-8,-8,-8
12067,2,8,5,5,1.82,0.8,0.32,1.38
12068,1,6,2,1,-1.54,-0.5,-0.27,-1.14
12069,2,6,4,5,0.7,1.21,0.11,-7
12070,1,8,3,4,0.7,1.21,0.32,0.96
12071,2,5,2,3,0.7,1.21,0.32,1.38
12072,1,8,4,5,0.7,0.8,0.32,-0.97
12073,1,8,3,3,1.24,-0.5,0.53,1.25
12074,1,8,3,5,1.82,-0.28,1.73,0.96
12075,1,8,1,3,1.82,0.16,1.73,2.17
12076,2,8,5,4,-1.54,-2.88,-2.5,-1.89
12077,2,5,3,3,-9,-0.5,0.79,-7
12078,2,4,3,1,-0.42,1.21,-0.27,-0.6
12079,2,8,4,3,-0.96,-0.5,-1.65,-1.89
12080,1,2,4,4,-1.54,-0.5,-1.68,-0.59
12081,2,5,2,2,-1.54,-0.7,-0.91,0.46
12082,2,8,1,1,-0.96,1.21,-0.91,-1.24
12083,1,3,2,4,1.82,1.21,1.52,2.17
12084,2,8,4,4,-1.54,-0.5,-0.74,-0.99
12085,2,6,3,4,-0.96,-1.17,0.11,-7
12086,2,8,5,4,0.12,1.21,0.11,0.71
12087,1,8,5,4,-0.42,-1.34,-0.91,-1.1
12088,2,8,3,5,1.82,0.8,1.17,1.13
12089,1,3,1,2,-0.42,-0.26,0.32,-7
12090,2,5,4,1,-1.54,-0.5,1.52,0.44
12091,1,5,2,3,0.7,-0.09,-0.06,0.96
12092,2,5,2,3,0.7,1.21,-2.5,-1.37
12093,2,2,2,1,-1.54,0.13,-0.35,0.56
12094,2,8,5,1,0.7,-0.5,0.32,-9
12095,1,5,2,5,1.24,1.21,0.71,2.17
12097,1,1,5,4,-1.54,-3.94,-0.29,-7
12098,1,8,5,5,1.24,1.21,0.71,1.75
12099,2,8,5,5,0.12,-0.5,0.11,0.19
12100,1,6,2,2,0.7,0.58,0.11,0.71
12101,2,8,4,5,-0.96,-0.5,-1.44,0.19
12102,2,4,-8,-8,-8,-8,-8,-8
12103,1,8,5,3,-1.54,-0.09,-0.91,0.05
12104,1,8,2,4,-0.42,-0.5,0.32,-7
12105,1,2,2,5,0.7,0.38,0.11,0.19
12106,2,8,1,1,-0.42,-2.22,0.11,-0.33
12107,2,3,3,4,0.7,1.21,-0.94,0.98
12108,1,8,2,5,1.24,1.21,1.73,2.17
12109,1,8,5,2,-1.54,0.13,-0.24,-0.59
12111,1,8,3,2,-0.42,-0.5,0.32,-0.6
12112,1,8,3,3,0.21,-1.83,1.73,-1
12113,1,8,4,2,-0.42,-0.5,-1.09,-7
12114,2,8,5,5,-1,-0.5,-0.56,-1.25
12115,2,8,3,5,0.7,-0.5,0.11,-0.6
12116,1,8,3,3,-1.54,-1.17,-2.29,-1.64
12117,2,8,4,1,-1.54,-0.5,-1.3,-1.49
12118,1,8,2,2,0.7,-0.5,1.73,0.58
12119,2,8,5,5,1.82,-9,0.32,-0.35
12120,1,8,2,1,1.82,-2.22,-0.03,0.19
12121,1,6,3,4,-0.42,-0.5,-0.56,-1.39
12122,1,8,4,3,0.7,1.21,1.52,0.19
12123,1,6,1,4,0.7,-0.5,0.32,-0.46
12124,1,8,4,3,-0.96,-1.17,0.11,-0.6
12126,2,8,-8,-8,-8,-8,-8,-8
12127,2,8,4,2,-1.54,-0.5,0.11,-1.25
12128,2,8,1,1,-1.54,-0.5,-2.5,-7
12129,1,6,2,5,1.82,0.58,-0.03,-0.17
12130,2,8,2,3,-1.54,-0.5,-0.27,-1.25
12132,2,8,3,3,0.16,0.8,0.79,-0.21
12133,2,8,-8,-8,-8,-8,-8,-8
12134,2,8,4,2,0.7,-0.92,0.32,0.56
12135,2,8,5,4,1.82,0.55,1.73,2.17
12136,1,8,4,4,1.82,1.21,1.73,1.75
12137,2,3,2,2,0.16,0.13,-9,0.61
12138,1,8,3,2,1.82,1.21,-1.09,-0.2
12139,1,5,3,1,-0.42,-0.5,0.11,-7
12140,1,5,2,2,-1.54,-0.11,-0.59,-1.24
12141,2,2,4,5,0.7,-0.5,0.5,0.44
12142,1,6,3,4,0.7,-0.5,0.11,0.19
12143,2,8,5,5,0.75,1.21,1.26,0.44
12145,1,8,4,5,1.82,1.21,1.73,1.75
12146,1,8,1,3,-0.42,-0.5,-0.27,0.19
12147,1,8,5,5,0.21,-0.53,1.34,0.96
12148,1,5,3,3,0.7,1.21,0.32,1.13
12149,2,8,4,2,0.16,1.21,-1.09,-0.47
12150,2,2,1,3,0.12,-0.5,0.32,0.71
12151,1,3,-8,-8,-8,-8,-8,-8
12152,2,6,3,3,-0.42,0.13,0.32,1.36
12153,1,5,3,4,-1.54,1.21,0.32,-0.2
12154,2,8,2,3,-0.96,-0.5,-0.35,-0.2
12155,2,8,3,5,0.16,-0.5,0.32,-0.18
12157,2,4,1,5,-0.42,-9,0.71,-9
12158,2,8,2,3,0.7,1.21,0.35,-7
12159,1,8,3,1,0.16,-0.92,0.11,-1
12160,2,6,1,1,-1.54,-0.5,-0.15,-1.25
12162,1,3,1,1,1.82,1.21,1.73,-0.71
12164,1,8,5,3,0.7,-0.5,0.11,-7
12165,2,6,2,3,-1.54,-9,-2.29,-1.89
12166,1,6,2,3,1.82,1.21,1.73,1.1
12167,1,8,4,2,-0.42,0.13,0.32,0.84
12168,2,8,2,4,1.82,1.21,1.32,-7
12169,2,8,5,1,0.7,-0.92,-0.56,-1.64
12170,2,5,5,2,-0.42,-0.5,-0.03,-0.43
12171,2,5,2,1,0.16,1.21,1.17,0.58
12172,2,8,5,3,0.12,-0.5,0.71,-0.6
12173,1,6,1,-8,-8,-8,-8,-8
12174,2,8,3,3,-0.42,-0.92,-0.88,0.44
12175,2,8,5,5,0.7,1.21,0.71,1.36
12176,1,8,4,2,-0.96,-0.09,-1.09,-7
12177,2,8,4,4,-0.37,-0.5,0.32,-0.75
12178,1,5,2,2,0.7,-0.5,1.73,-7
12179,2,8,4,4,-0.42,-0.5,0.32,1.13
12180,1,8,3,2,0.7,-0.5,0.32,0.31
12181,1,2,4,5,0.7,1.21,0.32,1.36
12182,2,8,2,3,0.7,-0.5,-0.35,0.71
12183,2,5,1,4,-0.37,-0.09,0.88,0.98
12185,2,8,3,3,0.7,0.16,0.53,1.52
12186,2,8,4,5,-0.42,-1.17,-0.56,-0.6
12187,2,8,2,1,-0.42,-0.5,-0.5,-7
12188,1,5,1,3,0.12,1.21,0.32,0.31
12189,2,5,4,2,0.12,1.21,0.32,1.38
12190,2,8,4,1,-0.42,1.21,0.32,0.22
12191,2,8,5,5,-0.42,-0.5,-0.24,-7
12192,1,8,4,4,1.24,1.21,0.32,-7
12193,1,5,3,4,-0.42,0.8,0.32,-0.6
12194,2,3,3,2,-0.42,1.21,0.71,-0.21
12195,1,5,3,1,-0.42,-0.5,0.32,0.96
12196,1,8,5,5,1.24,1.21,0.32,0.59
12197,2,8,4,2,-1.54,-1.58,-2.15,-1.89
12198,1,5,-8,-8,-8,-8,-8,-8
12199,2,5,4,1,-0.42,-0.5,0.32,-7
12200,2,6,5,4,-0.96,-0.5,-0.74,-1.64
12201,2,8,2,3,-1.54,-0.5,-0.94,-1
12202,2,5,1,1,-0.96,-0.5,-1.44,-7
12203,1,2,-8,-8,-8,-8,-8,-8
12205,1,8,4,4,-0.42,0.8,0.32,0.19
12206,1,8,3,5,-0.42,-0.5,0.32,1.13
12207,2,8,5,4,-0.42,-0.5,-1.26,-1.89
12208,1,5,1,1,-1.54,-9,0.11,-7
12210,2,8,5,1,-0.42,-1.58,-0.7,-0.6
12211,2,8,3,5,0.16,-0.92,-0.44,-0.85
12212,2,8,3,4,-0.42,-0.5,0.11,-0.6
12213,1,8,5,4,0.16,-0.53,-0.7,-0.6
12214,2,8,5,4,0.16,-0.92,0.11,-7
12215,2,8,4,1,-0.42,-0.5,-1.09,-0.85
12216,1,4,-8,-8,-8,-8,-8,-8
12217,1,8,4,4,-1.54,0.8,-0.91,-0.99
12218,2,3,1,3,-1.54,0.13,-1.65,-0.2
12219,2,8,3,4,0.7,-0.5,0.32,0.71
12220,2,3,1,1,0.7,-0.5,1.73,-7
12221,1,8,3,1,-1.54,-0.5,-0.59,-1.24
12224,2,5,1,2,-1.54,-1.19,-2.5,-1.89
12225,1,8,5,2,0.7,0.13,1.52,1.75
12226,1,8,5,5,0.12,1.21,-1.09,0.96
12227,2,6,2,2,0.16,1.21,-0.15,-7
12228,1,5,2,1,-0.42,-1.14,-0.52,-1.37
12229,1,7,1,2,0.7,1.21,0.35,0.71
12230,2,8,5,5,0.7,-0.92,0.11,-0.21
12231,1,6,5,4,-1.54,-1.14,-0.62,-1
12232,2,5,3,4,0.12,-0.92,0.91,0.19
12233,1,8,5,5,1.82,-0.5,1.73,-9
12234,2,8,4,4,0.7,1.21,0.32,-7
12235,2,8,4,3,0.16,-0.92,0.79,0.19
12236,2,6,4,5,1.82,1.21,-0.32,-9
12237,2,8,5,5,0.16,-0.5,-1.09,-0.45
12238,1,8,5,4,-0.42,-1.17,-0.44,0.05
12239,2,3,5,2,-0.42,0.13,0.11,-1.64
12240,1,2,1,3,1.82,1.21,0.32,1.35
12241,2,2,3,1,-9,1.21,-0.54,-1.14
12242,2,8,5,3,-0.42,0.8,-0.7,-0.2
12243,1,3,4,4,-0.42,-0.92,0.32,0.05
12244,1,5,1,2,0.16,-0.92,0.32,-0.85
12245,2,5,2,2,-1.54,-0.5,-9,-9
12246,1,8,5,5,0.16,-0.92,0.32,0.84
12247,2,8,4,5,0.16,0.8,0.11,-7
12248,1,1,5,4,1.24,1.21,0.32,0.19
12249,2,5,3,4,0.7,0.16,0.32,-7
12250,1,5,2,4,-0.42,0.16,-9,-1.25
12251,1,8,5,1,0.16,1.21,-0.39,-7
12252,1,3,5,4,-1.54,0.38,1.73,-0.21
12253,1,8,2,4,0.7,0.13,0.32,0.19
12254,1,8,4,2,-1.54,-1.17,-0.94,-1.24
12255,2,8,4,5,1.24,1.21,0.32,1.13
12256,1,8,2,3,-0.42,-0.5,-0.24,-7
12257,1,5,4,5,0.7,-0.5,-0.15,0.71
12258,1,8,3,1,-9,-9,-9,-9
12259,2,3,3,2,-0.42,1.21,-0.7,-0.2
12260,1,8,5,2,-0.42,-0.5,-2.5,0.05
12261,2,3,-8,-8,-8,-8,-8,-8
12262,2,8,3,1,-1.54,-0.5,-1.09,-0.85
12263,1,6,3,5,0.7,-0.5,0.71,0.71
12264,1,5,1,1,-0.42,-0.5,0.82,-7
12265,2,8,3,1,-0.42,0.13,0.11,-7
12266,1,5,-8,-8,-8,-8,-8,-8
12267,2,2,5,5,-1.54,-1.56,0.32,-0.2
12268,2,5,2,4,0.16,-2.25,-1.3,-0.85
12269,1,8,3,5,1.82,1.21,1.73,1.77
12270,2,6,4,4,1.82,0.8,-0.7,0.86
12271,1,8,-8,-8,-8,-8,-8,-8
12272,2,3,4,2,1.24,-0.26,0.32,0.96
12273,2,8,1,1,1.24,-0.48,-0.64,0.73
12274,1,3,5,2,0.12,1.21,1.06,0.96
12275,1,8,4,4,1.82,1.21,0.93,1.38
12276,1,8,1,5,1.82,1.21,1.52,2.17
12277,1,3,1,1,-0.42,-9,0.32,0.96
12278,1,5,1,2,-9,-9,0.32,0.19
12279,2,8,4,3,-9,-0.5,-1.09,-9
12280,2,6,5,3,0.12,-0.5,-1.3,-1.24
12281,1,4,-8,-8,-8,-8,-8,-8
12282,1,6,1,3,-0.42,1.21,0.32,-0.6
12283,2,8,-8,-8,-8,-8,-8,-8
12284,2,8,-8,-8,-8,-8,-8,-8
12285,2,8,4,3,0.7,-0.5,0.32,1.36
12286,2,8,2,5,1.82,1.21,0.32,0.73
12288,1,2,1,3,0.16,-0.5,0.32,-0.21
12289,2,8,4,4,-0.42,-0.5,1.14,0.19
12290,2,8,4,3,0.7,-0.5,0.06,1
12291,2,8,-8,-8,-8,-8,-8,-8
12292,2,8,4,4,0.7,0.13,0.32,0.71
12293,2,5,5,5,0.7,-0.92,-2.15,-0.83
12294,2,5,2,2,0.16,0.55,0.11,-0.74
12295,2,8,-8,-8,-8,-8,-8,-8
12296,2,8,3,1,0.7,-0.5,0.32,-1
12297,2,8,5,4,0.7,-0.5,-0.5,-1
12298,2,3,3,3,1.82,1.21,0.53,-7
12299,2,8,5,3,-0.42,-0.5,-0.7,-0.6
12300,1,8,3,2,-0.42,-0.5,0.32,-7
12301,1,6,3,2,-0.37,-0.5,-1.09,-0.99
12302,2,8,4,1,-1.54,-0.92,-9,-0.74
12303,1,3,3,1,0.7,1.21,0.67,0.96
12304,2,6,3,1,-0.42,1.21,-0.94,-0.21
12305,1,4,-8,-8,-8,-8,-8,-8
12306,1,8,5,2,-1.54,-1.58,-1.09,-0.85
12308,1,8,4,4,0.7,-9,1.38,-9
12310,1,8,5,5,1.24,0.13,1.73,0.57
12311,2,8,1,2,-0.42,-0.5,-0.94,-7
12312,2,8,3,-8,-8,-8,-8,-8
12313,2,2,5,3,0.7,-0.5,0.11,1.13
12314,2,6,3,2,1.82,1.21,0.8,1.23
12315,2,5,4,2,0.7,-0.5,-9,0.21
12316,1,8,5,5,-0.42,1.21,-0.88,-0.6
12317,1,8,2,2,-0.42,1.21,-0.03,-0.21
12318,2,8,4,1,-0.42,-0.5,-0.7,-0.6
12319,2,8,1,5,0.7,-0.5,-1.09,-1.39
12320,2,8,2,4,-0.42,-0.5,0.32,0.19
12322,2,8,5,5,0.7,0.8,0.32,0.73
12323,2,8,4,4,-1.54,0.13,-0.35,-1.14
12324,1,8,4,4,0.7,0.8,0.32,0.17
12325,2,8,5,4,0.7,-0.5,0.11,-0.08
12326,2,5,1,4,0.16,1.21,-1.38,-0.75
12327,1,3,3,1,0.12,1.21,0.11,0.19
12328,1,8,2,2,-0.42,1.21,-1.18,-7
12329,1,3,4,3,-9,-9,0.11,-0.2
12330,2,8,4,4,-0.42,-1.17,0.32,0.19
12333,1,8,5,4,-0.96,-0.5,0.71,-0.59
12334,1,8,4,3,-0.42,-0.5,-1.3,-7
12335,2,8,5,4,-0.42,-0.5,-0.09,0.19
12336,1,8,2,5,-0.42,-0.5,-9,-7
12337,1,1,-8,-8,-8,-8,-8,-8
12338,2,8,1,3,-0.42,0.13,-0.53,-0.21
12339,2,8,3,5,0.7,1.21,1.17,1.77
12340,2,8,4,2,-0.42,-0.95,0.32,-0.6
12341,1,2,-8,-8,-8,-8,-8,-8
12342,1,5,3,1,-1.54,-0.5,-1.3,-1.64
12343,2,8,3,4,0.12,-0.92,0.11,-0.6
12344,2,3,4,1,-9,-1.83,-0.27,0.31
12345,2,5,3,4,-1.54,0.8,-0.74,0.84
12346,2,8,3,3,0.12,0.8,-1.26,0.2
12347,1,8,-8,-8,-8,-8,-8,-8
12348,2,3,1,3,-9,-9,-9,-9
12349,2,5,1,3,0.7,-0.5,0.32,-9
12350,2,2,2,2,0.16,-0.92,0.32,-0.85
12351,2,5,5,3,-1.54,-0.5,-1.3,-0.7
12352,1,6,3,2,-0.42,-0.5,0.32,-0.6
12353,2,5,-8,-8,-8,-8,-8,-8
12354,1,8,5,5,-1.54,-0.5,-0.35,-0.2
12355,1,2,4,2,-9,-9,-9,-9
12356,1,8,-8,-8,-8,-8,-8,-8
12358,1,5,2,3,0.12,1.21,0.79,0.71
12359,2,5,1,1,1.82,1.21,0.32,1.13
12360,1,8,3,3,0.7,-0.5,0.11,-7
12361,2,2,1,4,0.7,1.21,-0.91,-0.2
12362,1,8,-8,-8,-8,-8,-8,-8
12363,1,3,5,3,-9,0.38,-9,-7
12366,2,2,1,4,0.7,-0.5,0.32,0.73
12367,2,8,3,3,-0.96,-0.28,-0.09,0.05
12368,2,5,5,5,1.24,-0.5,1.73,1.13
12370,1,8,3,3,0.16,-0.5,-0.09,-1.25
12371,1,8,2,2,0.16,-0.92,-0.24,0.71
12372,1,2,1,3,0.7,1.21,-0.88,0.73
12373,2,8,-8,-8,-8,-8,-8,-8
12374,1,3,4,1,-0.42,-9,0.32,-0.21
12375,1,8,4,3,-1.54,-2.66,-2.5,-1.89
12376,2,8,4,3,-1.54,-0.53,-1.09,-1.89
12377,2,8,4,2,-0.42,-0.5,0.53,-0.35
12378,2,8,5,3,1.82,0.8,1.17,-7
12379,1,3,2,1,-0.42,-0.09,-0.15,-0.6
12380,2,8,-8,-8,-8,-8,-8,-8
12381,2,3,5,1,-1,0.13,-0.03,-0.46
12382,1,8,2,4,1.28,1.21,1.32,-0.35
12383,1,5,-8,-8,-8,-8,-8,-8
12384,1,8,5,5,-1.54,-0.92,0.5,-1
12385,2,8,5,4,1.28,-2.25,-0.03,-0.85
12386,1,8,4,1,-0.42,-0.92,-1.09,-0.85
12387,2,8,5,4,-0.42,-0.5,-0.7,0.19
12388,1,8,4,2,0.7,0.8,0.67,1.38
12390,2,5,5,5,0.16,0.8,-0.7,-0.6
12391,2,8,5,3,-0.42,-0.5,0.11,0.58
12392,1,8,5,5,-0.42,-0.5,0.32,-0.21
12393,2,8,4,1,-1.54,-0.5,-2.5,-7
12394,2,6,2,4,-0.42,0.8,-0.53,-1.39
12395,1,3,1,3,-1.54,0.8,-0.45,-0.99
12396,2,8,5,4,0.7,-2.66,-1.09,-0.85
12397,1,8,5,3,0.16,-0.5,-1.3,-0.6
12398,1,3,1,1,-0.42,1.21,1.52,-0.21
12399,1,8,1,3,0.12,0.8,0.32,-7
12400,2,6,4,5,0.75,0.8,0.67,1.78
12401,2,8,2,1,-1.54,-0.5,-1.3,-7
12402,1,6,1,3,-0.42,-0.5,-9,-9
12403,2,5,1,1,-0.42,-0.92,-1.09,-0.85
12404,2,2,5,5,1.24,-0.26,-0.53,-0.2
12405,2,8,5,5,0.7,1.21,0.32,-9
12406,1,8,4,5,0.12,-0.5,0.32,0.31
12407,2,8,-8,-8,-8,-8,-8,-8
12408,2,8,5,5,1.28,1.21,1.14,0.59
12410,2,8,2,4,0.12,-0.5,0.32,0.61
12411,2,8,3,-8,-8,-8,-8,-8
12412,2,8,3,4,0.16,-1.58,0.32,-1.5
12413,1,8,2,3,-0.42,-0.5,-0.74,-0.85
12414,1,3,1,2,-0.37,1.21,0.79,0.19
12415,1,6,5,4,1.24,1.21,1.73,1.38
12416,1,8,5,5,1.82,-0.5,-9,0.96
12417,1,8,4,5,1.82,-0.95,0.32,1.77
12418,2,8,4,4,1.24,0.55,0.32,1.77
12419,1,5,1,1,0.7,0.13,0.79,-0.06
12420,2,5,1,1,-0.42,-0.5,-1.09,-0.6
12421,2,8,4,5,1.24,1.21,1.17,1.36
12422,2,8,2,2,-1.54,-0.5,-1.09,-0.85
12423,2,6,1,3,1.82,1.21,1.73,1.52
12424,1,3,3,2,-1.54,-0.92,-1.09,-7
12425,1,2,5,5,1.82,0.55,0.53,1.35
12426,2,3,2,3,-0.42,0.58,-0.88,-0.21
12427,1,8,1,3,0.12,-0.5,-1.09,-0.21
12428,1,3,4,4,-1.54,-0.77,0.11,-1.89
12429,1,8,5,5,0.12,-0.92,0.11,-0.33
12430,1,8,2,1,-1.54,-0.5,-1.09,-7
12431,2,5,1,2,-9,-9,-9,-9
12432,2,8,4,3,-0.42,-0.5,0.11,0.19
12433,2,8,4,5,0.16,-0.5,-0.24,-0.6
12434,1,6,5,5,-9,0.8,1.06,1.38
12435,1,8,4,4,0.7,1.21,0.11,-0.2
12436,1,5,2,3,0.16,-0.5,-1.09,0.44
12437,2,8,3,1,-1.54,-0.5,-0.88,-0.6
12438,2,8,5,3,-0.96,-2.22,-1.3,-7
12439,1,8,3,2,-0.42,1.21,-1.3,-0.99
12440,1,6,2,1,0.7,-0.5,0.32,1.13
12441,2,8,5,3,1.24,-0.92,0.32,1.1
12442,2,6,5,4,0.7,0.8,0.71,-7
12443,2,5,1,1,-0.42,-0.5,-0.7,-1.1
12444,1,8,1,2,-0.42,-2.22,1.73,-0.19
12445,2,8,5,5,1.82,-0.5,1.73,1.52
12446,1,5,2,4,0.7,1.21,1.73,0.06
12447,2,6,3,4,1.24,1.21,1.06,-0.06
12448,1,8,5,5,0.7,1.21,1.73,0.31
12449,2,8,3,4,0.7,0.8,0.11,-9
12450,2,3,3,2,0.21,1.21,-0.44,-7
12451,1,6,1,5,-1,-0.5,-0.15,-0.74
12452,1,1,1,1,-1.54,-0.92,-1.09,-7
12454,1,6,5,5,0.7,1.21,-0.7,0.57
12455,2,3,2,2,-0.42,1.21,0.32,0.19
12457,1,8,4,4,0.16,-0.5,0.11,-1.25
12458,1,3,3,2,-0.42,1.21,-0.24,-7
12459,1,8,4,3,-0.42,0.13,0.06,-9
12460,2,5,3,4,0.7,0.8,0.32,0.98
12461,2,8,5,4,0.7,-0.95,0.32,-7
12462,1,8,5,4,-1.54,-0.5,0.11,-0.6
12464,2,3,-8,-8,-8,-8,-8,-8
12465,1,8,3,2,-0.42,-1.58,-0.88,-0.6
12466,1,8,5,5,0.7,-0.5,0.11,0.32
12467,2,8,-8,-8,-8,-8,-8,-8
12468,1,6,3,1,0.12,1.21,0.93,-7
12469,2,7,2,-8,-8,-8,-8,-8
12470,2,8,3,1,-1.54,1.21,0.32,0.19
12472,2,8,4,5,0.7,1.21,1.73,2.17
12473,1,8,2,4,0.16,0.55,0.71,-1.64
