,STU_ID,X2SEX,X2RACE,X2SESQ5,X2TXMQUINT,X2MTHID,X2MTHUTI,X2MTHEFF,X2MTHINT_R
2928,14512,2,8,2,4,0.7,1.21,1.11,0.18
2929,14513,2,5,4,1,-1.54,-2.88,-1.76,-1.1
2930,14515,1,8,1,1,-0.42,1.21,0.11,-0.6
2931,14516,1,8,2,3,0.7,-0.5,0.53,1.23
2932,14517,2,8,5,5,-1.54,-2.44,-1.76,-1.64
2933,14520,1,8,4,5,0.7,-0.53,1.73,-0.21
2934,14521,2,8,3,1,-1.54,-3.94,-2.5,-1.89
2935,14524,2,5,1,5,-0.42,-0.5,0.11,0.19
2936,14525,2,8,4,5,1.82,0.13,0.85,0.98
2937,14526,1,3,5,5,0.66,0.8,1.52,1.35
2938,14529,2,8,1,4,0.7,1.21,0.32,0.17
2939,14530,1,8,4,3,1.24,1.21,0.79,0.96
2940,14531,2,8,4,5,0.7,-0.5,0.32,0.96
2941,14532,1,5,5,3,1.82,0.13,1.73,1.75
2942,14533,2,3,1,2,-1.54,-0.5,-2.5,-1.64
2943,14534,2,2,5,3,-1.54,-0.5,-1.76,-0.84
2944,14535,1,6,3,5,0.7,-0.5,0.32,-0.08
2945,14536,1,5,4,3,0.12,1.21,0.32,0.71
2946,14537,1,5,2,2,0.7,1.21,0.67,1.38
2947,14539,1,3,1,2,-0.42,-0.5,-0.35,-1.0
2948,14540,1,8,2,2,-0.46,-1.8,-0.44,-1.64
2949,14543,1,2,4,3,0.7,-0.09,0.71,1.36
2950,14544,1,6,3,3,0.7,1.21,0.32,0.71
2951,14545,1,6,5,5,1.82,0.16,0.32,0.98
2952,14546,2,8,5,5,0.7,0.16,0.88,-0.35
2953,14549,2,8,3,2,-0.42,-0.5,0.11,-0.59
2954,14552,1,4,2,4,0.7,0.8,1.32,-1.0
2955,14553,2,8,4,4,0.7,0.16,0.32,-0.85
2956,14555,1,8,3,1,-1.54,-3.94,-0.29,-1.89
2957,14556,1,8,1,2,0.16,-0.26,0.0,-0.46
2958,14558,2,3,2,3,-1.54,-0.5,-2.5,-0.99
2959,14560,1,8,5,5,0.16,-0.5,-0.03,-1.39
2960,14562,2,8,4,1,-0.42,1.21,1.73,-0.21
2961,14564,1,8,3,1,-0.96,0.38,-0.94,-1.25
2962,14569,2,8,1,2,0.16,-0.11,1.73,1.75
2963,14571,1,6,5,3,-0.42,-0.5,-0.74,-0.6
2964,14572,2,8,4,3,-0.42,1.21,-0.74,-0.2
2965,14573,2,8,5,2,-0.42,-0.92,-0.7,-0.6
2966,14574,2,2,3,3,0.7,1.21,-2.5,1.25
2967,14577,1,2,5,5,0.16,0.8,-0.24,-0.6
2968,14579,2,8,5,3,-0.42,0.38,-1.38,-0.6
2969,14580,1,5,1,2,0.16,1.21,0.32,0.44
2970,14581,2,5,4,2,-0.42,-1.58,-1.09,-1.0
2971,14582,2,8,5,4,-0.42,1.21,0.32,0.19
2972,14583,2,8,5,4,0.12,-0.5,-2.11,-1.25
2973,14584,1,3,3,1,0.12,0.13,1.73,0.58
2974,14585,1,5,1,1,-0.42,1.21,-0.03,1.65
2975,14589,1,8,2,2,-0.42,-0.5,0.32,0.19
2976,14590,1,8,4,4,-0.42,-0.5,0.71,1.23
2977,14591,2,8,2,3,-1.54,-0.92,-1.3,-0.99
2978,14592,1,8,3,4,0.7,-0.5,-1.3,-1.64
2979,14593,1,3,5,5,0.7,1.21,0.32,1.38
2980,14594,1,8,5,3,0.12,-1.17,-0.06,-1.5
2981,14596,2,8,3,5,-0.42,-0.5,0.11,0.44
2982,14597,1,8,4,4,1.24,1.21,0.11,0.96
2983,14599,1,3,2,1,-0.42,1.21,1.26,-1.0
2984,14603,2,5,4,5,-0.37,-0.5,0.32,-0.6
2985,14605,1,3,1,3,1.24,-0.5,0.71,2.17
2986,14607,1,8,1,5,-1.54,-3.94,1.73,-0.46
2987,14608,1,6,2,5,0.16,-1.8,-0.74,0.44
2988,14609,1,8,2,2,-1.54,-1.17,-0.74,-1.24
2989,14610,2,8,4,2,-0.42,-1.17,-0.24,-0.2
2990,14612,1,8,5,5,1.82,1.21,1.73,2.17
2991,14613,1,8,5,3,1.24,1.21,0.71,1.75
2992,14615,1,5,4,3,-0.37,-0.5,-0.7,-0.85
2993,14616,1,8,2,3,-1.54,0.55,0.32,-0.6
2994,14617,2,8,4,5,0.7,-0.5,0.32,1.36
2995,14618,1,8,5,4,0.7,0.8,0.32,1.38
2996,14620,2,8,1,5,-0.42,-0.5,0.67,0.19
2997,14621,2,6,4,5,0.7,-0.92,0.11,1.13
2998,14622,2,8,5,3,-1.54,-0.5,-1.09,-0.85
2999,14623,1,8,5,5,1.24,0.8,1.73,0.31
3000,14624,1,3,3,4,-1.54,0.55,0.16,-1.39
3001,14626,2,8,5,4,1.82,1.21,1.52,0.17
3002,14628,1,8,5,5,0.7,-0.09,-0.7,-0.6
3003,14629,1,8,3,2,-1.54,-0.5,-2.5,-1.64
3004,14630,1,8,4,4,0.7,0.8,0.11,-0.2
3005,14633,1,8,5,5,1.82,1.21,0.11,2.17
3006,14634,2,8,3,4,-1.0,0.13,-2.5,-1.89
3007,14635,1,8,2,3,-1.54,-1.36,-1.3,-1.24
3008,14637,1,5,1,2,-1.54,-0.5,-0.48,-0.6
3009,14640,1,8,5,5,0.7,0.8,1.73,0.71
3010,14642,1,6,3,3,-0.42,0.16,0.11,0.19
3011,14643,1,2,5,5,0.7,0.8,1.73,-0.6
3012,14645,1,8,1,2,-1.54,1.21,-1.3,-1.64
3013,14647,2,8,3,3,-1.54,-0.5,-1.09,0.05
3014,14649,1,8,3,4,0.7,1.21,1.14,2.17
3015,14651,2,3,4,1,-0.96,-0.5,-1.09,-1.24
3016,14652,2,2,4,3,0.7,1.21,0.32,1.75
3017,14653,1,5,1,4,0.7,-0.5,0.32,1.38
3018,14656,2,8,5,5,0.16,-1.17,0.32,-0.6
3019,14657,2,8,2,4,1.24,0.8,1.73,2.17
3020,14661,2,3,1,1,0.7,1.21,-0.03,1.13
3021,14662,1,8,3,3,-0.42,-0.5,-0.7,-0.85
3022,14663,1,3,2,4,1.24,0.8,0.32,1.35
3023,14664,1,5,1,2,1.24,0.8,0.53,1.75
3024,14665,1,8,5,2,0.12,-0.92,0.88,-0.99
3025,14666,2,3,2,5,1.82,1.21,1.73,2.17
3026,14667,2,8,4,4,0.16,-0.5,-1.09,-0.6
3027,14668,2,8,5,4,-0.42,-0.5,0.11,-0.75
3028,14669,2,8,3,4,0.12,-1.58,0.11,-0.2
3029,14672,1,5,3,2,-0.42,-0.28,-0.35,-0.2
3030,14673,1,5,1,4,0.7,1.21,1.73,2.17
3031,14674,2,2,2,3,-1.54,0.8,-0.35,-0.6
3032,14675,2,3,4,3,0.7,-0.5,0.32,1.13
3033,14676,2,8,4,2,1.82,1.21,1.73,2.17
3034,14677,2,5,5,5,1.82,0.8,1.73,1.75
3035,14679,1,3,5,2,-1.54,-2.25,-2.11,-1.89
3036,14680,2,8,4,2,0.16,-0.5,-1.91,-1.64
3037,14681,1,6,1,1,-0.42,-0.5,-0.24,-0.21
3038,14683,1,8,1,5,1.24,0.55,-0.53,-0.85
3039,14685,2,5,2,1,-1.54,-0.95,0.61,0.44
3040,14689,1,8,5,3,0.7,1.21,-0.7,-0.35
3041,14690,2,5,5,5,0.12,-0.5,0.32,0.32
3042,14691,1,6,1,1,-0.42,-0.5,-0.74,-0.85
3043,14693,2,8,1,4,0.7,-0.5,-0.06,0.57
3044,14694,1,8,5,5,-0.42,-0.5,-0.42,-0.85
3045,14695,2,2,2,4,-0.42,-0.5,-1.55,0.04
3046,14696,2,8,2,5,0.7,-0.5,0.32,0.31
3047,14698,1,2,4,4,1.28,1.21,1.73,0.86
3048,14699,2,8,2,3,0.12,1.21,-0.62,0.32
3049,14700,2,2,5,4,-0.42,1.21,1.73,0.44
3050,14701,2,8,2,3,-0.42,0.8,-0.35,-0.6
3051,14704,2,6,1,3,-0.42,-0.5,-0.7,-0.6
3052,14705,1,8,5,5,-0.96,-0.5,-0.7,-0.99
3053,14706,2,3,4,3,-1.54,-0.5,0.32,0.19
3054,14707,2,8,2,5,0.7,-0.92,-0.35,0.2
3055,14708,2,8,5,5,1.28,-0.53,0.32,-0.6
3056,14710,2,2,5,4,0.12,-1.17,0.91,-1.25
3057,14711,1,3,3,3,0.16,0.8,1.11,-1.89
3058,14712,2,5,3,3,-0.42,1.21,0.53,1.75
3059,14713,2,8,2,3,-1.54,-0.5,-0.74,-0.6
3060,14716,2,3,3,3,0.7,1.21,0.11,0.96
3061,14718,1,6,1,4,0.7,0.13,0.32,0.61
3062,14720,2,3,1,1,0.16,-1.58,0.71,0.44
3063,14721,1,8,3,4,0.7,-0.5,0.32,0.06
3064,14723,2,8,3,3,0.7,1.21,-0.91,-1.12
3065,14724,1,6,5,5,1.82,1.21,1.52,1.35
3066,14725,2,8,5,3,-1.54,0.8,0.32,-0.75
3067,14726,2,8,5,4,-1.54,0.8,0.32,0.05
3068,14729,1,2,2,5,1.82,1.21,0.79,0.96
3069,14730,2,3,2,3,0.7,0.13,0.32,-0.08
3070,14731,2,5,5,1,0.7,-0.5,-0.74,1.36
3071,14732,2,8,3,1,0.7,0.55,0.32,1.13
3072,14733,2,6,3,5,-0.42,-0.5,-0.74,0.19
3073,14734,2,8,4,3,-1.54,-1.17,0.32,0.71
3074,14735,2,6,5,5,1.24,1.21,1.06,1.65
3075,14737,2,8,4,3,-0.42,-0.92,-1.09,-0.85
3076,14738,1,8,4,4,1.82,1.21,1.73,1.75
3077,14739,1,6,5,2,-1.54,-0.5,0.11,-0.6
3078,14743,1,8,5,5,1.24,1.21,1.73,0.96
3079,14744,2,6,2,5,1.82,1.21,1.73,2.17
3080,14745,2,8,1,2,1.82,-0.09,0.71,1.75
3081,14747,2,8,4,5,0.7,-0.53,-1.17,-0.6
3082,14748,2,8,2,3,-0.42,-1.17,-1.3,-0.85
3083,14749,2,8,2,5,1.82,0.8,-0.15,1.78
3084,14750,1,8,5,3,-0.42,-0.5,-1.09,-0.2
3085,14752,1,8,2,5,1.82,1.21,1.17,0.57
3086,14753,2,3,2,2,0.7,-0.09,0.32,-0.21
3087,14754,1,8,2,5,0.7,-0.92,-0.7,-0.08
3088,14755,1,8,4,3,0.7,1.21,1.73,0.19
3089,14757,2,4,1,4,-0.42,-0.5,0.32,0.71
3090,14758,1,3,4,1,-1.54,0.13,-1.55,-1.24
3091,14759,1,5,1,5,0.12,0.8,0.32,0.44
3092,14760,1,8,4,5,-0.42,-0.92,1.52,-0.35
3093,14761,1,5,2,5,1.82,1.21,1.52,2.17
3094,14762,2,8,4,4,-1.54,-2.64,-0.74,-0.6
3095,14764,2,8,1,1,-0.42,1.21,-1.09,0.32
3096,14765,1,8,5,5,0.7,-0.11,1.17,-1.0
3097,14766,1,8,3,5,1.82,0.8,0.32,-0.35
3098,14767,1,3,4,1,0.7,1.21,0.32,0.71
3099,14769,1,8,4,5,1.28,0.8,0.32,0.05
3100,14773,1,8,2,2,-0.42,-0.5,-0.53,-1.1
3101,14776,1,8,5,4,1.24,-0.5,0.11,1.13
3102,14777,1,2,5,5,0.12,-0.5,-0.06,0.34
3103,14778,1,3,3,3,0.7,-0.28,0.32,-0.2
3104,14781,2,6,4,4,-0.42,-0.5,-0.88,-0.6
3105,14782,2,8,2,5,-0.42,-0.5,-1.09,-1.64
3106,14783,2,8,3,4,-0.42,-0.5,-1.09,-0.45
3107,14784,1,8,2,4,1.82,1.21,1.52,2.17
3108,14785,2,6,4,3,0.7,-0.5,0.32,0.73
3109,14786,1,8,5,5,1.82,1.21,1.11,1.38
3110,14787,2,8,2,2,0.12,-0.5,0.49,0.6
3111,14788,1,2,1,2,0.7,-0.5,0.32,1.36
3112,14789,1,8,3,3,-1.54,-0.92,-1.09,-1.5
3113,14790,2,1,4,2,-0.96,0.13,-0.27,-0.7
3114,14791,2,6,4,5,1.82,1.21,1.73,0.06
3115,14792,2,6,5,5,1.82,1.21,0.32,0.34
3116,14794,1,8,2,1,-1.54,-0.5,-2.5,-1.49
3117,14795,2,8,5,5,0.16,-0.92,0.32,-0.6
3118,14796,1,8,1,1,-1.54,-1.58,-1.76,-0.2
3119,14799,1,5,1,2,-1.54,1.21,-1.65,-0.6
3120,14800,1,6,5,4,0.7,0.55,1.52,2.17
3121,14801,2,5,5,5,0.16,-1.17,0.53,0.71
3122,14802,2,6,5,4,-0.42,-0.5,0.11,-0.6
3123,14803,2,6,4,3,0.12,-0.5,-1.09,-0.97
3124,14804,2,8,4,5,-0.37,-1.17,0.32,0.46
3125,14805,2,8,4,3,0.7,1.21,0.32,0.71
3126,14806,1,8,3,4,-0.37,0.13,1.52,0.44
3127,14808,2,8,3,4,0.7,-1.58,0.11,0.45
3128,14811,2,6,5,1,-0.42,1.21,-1.09,-1.5
3129,14812,1,5,2,4,0.7,-0.5,-0.35,-0.33
3130,14813,2,2,5,5,1.24,0.16,1.14,1.78
3131,14814,1,8,2,2,-0.42,1.21,-0.32,1.35
3132,14815,1,3,1,3,0.7,-0.5,1.17,1.78
3133,14818,2,8,4,5,0.16,0.8,0.11,0.31
3134,14821,1,8,4,5,-0.42,0.13,-0.09,-1.39
3135,14823,2,8,4,5,0.16,-0.5,-0.91,-1.24
3136,14826,1,8,5,3,-0.96,-2.88,-1.3,-1.64
3137,14828,1,3,5,1,-1.54,-0.5,-1.1,0.05
3138,14829,1,6,5,3,1.82,0.8,1.73,1.77
3139,14830,2,6,2,4,0.12,0.8,0.32,1.77
3140,14835,1,8,1,2,-0.42,-0.5,-1.09,-0.6
3141,14837,1,5,4,5,1.82,1.21,1.73,2.17
3142,14838,2,8,4,5,-0.96,-1.17,1.38,-0.85
3143,14841,2,8,2,2,-1.54,-0.5,1.32,-0.6
3144,14842,2,8,2,3,-1.54,0.8,-1.55,-0.99
3145,14843,2,6,3,3,-0.42,1.21,-0.35,-1.24
3146,14845,1,8,2,5,0.7,0.8,0.32,0.56
3147,14848,2,8,5,5,-0.42,-0.5,-0.53,0.19
3148,14849,2,8,2,3,-1.54,-0.5,0.32,1.23
3149,14852,1,8,2,3,-0.42,1.21,-0.88,-0.6
3150,14853,2,8,4,4,-0.42,0.8,-1.3,-0.35
3151,14855,1,6,4,4,0.16,-0.5,1.17,0.04
3152,14856,1,7,5,3,0.7,-0.5,0.32,0.19
3153,14858,1,8,5,3,-0.42,0.13,-0.15,0.19
3154,14860,1,3,5,5,1.82,1.21,1.73,1.52
3155,14861,1,2,2,5,1.24,-0.09,0.32,1.78
3156,14862,1,3,2,4,1.82,1.21,0.32,1.77
3157,14864,1,8,3,1,-0.42,-0.92,0.32,0.59
3158,14865,2,3,5,4,-0.96,-1.17,-2.5,-0.59
3159,14867,1,5,1,3,0.16,-0.92,-0.06,-0.85
3160,14868,1,8,5,2,0.12,-0.5,0.11,0.44
3161,14871,1,8,4,3,-1.54,1.21,0.11,-0.75
3162,14872,2,8,5,4,0.16,-0.92,0.11,-0.47
3163,14873,1,8,4,5,1.24,1.21,1.52,0.44
3164,14875,2,8,1,2,0.7,0.8,-0.94,-0.2
3165,14876,2,5,2,5,0.7,0.55,0.32,0.73
3166,14877,1,8,2,5,0.66,-0.92,1.52,0.17
3167,14878,1,8,4,3,0.16,-2.0,-0.74,-0.6
3168,14879,2,8,2,4,0.12,0.16,-0.03,-0.99
3169,14881,1,8,3,2,-0.42,-0.5,-1.09,-0.2
3170,14882,1,8,5,5,-0.42,-0.5,-1.09,-0.85
3171,14888,1,8,3,5,1.28,1.21,1.73,1.75
3172,14889,1,8,4,4,-1.54,-1.83,0.32,-0.21
3173,14890,1,8,4,4,-1.54,-1.17,-2.5,-1.39
3174,14891,1,8,5,2,-0.42,1.21,-0.06,0.06
3175,14892,1,8,5,5,0.16,-0.92,-1.09,-0.6
3176,14893,1,8,3,5,1.82,0.55,0.32,1.38
3177,14894,1,6,3,5,1.24,1.21,1.52,1.77
3178,14895,1,8,4,4,0.12,1.21,0.11,0.71
3179,14898,2,8,3,2,-1.54,-0.5,-2.5,-1.25
3180,14899,2,8,4,4,0.7,-0.5,0.32,-0.2
3181,14901,2,2,5,5,0.75,0.38,-0.53,-0.85
3182,14905,1,8,4,2,-1.54,-2.22,-0.06,-1.25
3183,14906,2,6,1,2,-0.96,-0.92,-1.05,-0.2
3184,14907,1,8,5,1,-0.42,-0.5,-1.09,-0.45
3185,14908,2,8,3,5,-0.42,-1.17,-0.35,-0.2
3186,14911,2,7,4,4,1.24,1.21,0.11,-0.08
3187,14912,1,8,5,5,0.12,1.21,0.03,0.07
3188,14914,2,8,3,2,-1.54,0.8,-1.47,-1.64
3189,14915,1,2,5,5,0.7,0.13,1.73,1.1
3190,14916,1,8,1,3,0.7,-0.5,-2.5,-1.37
3191,14917,2,8,3,1,0.7,-0.5,0.32,0.96
3192,14919,2,8,5,4,-1.54,-0.5,-0.74,-0.6
3193,14925,2,5,5,3,1.28,0.8,0.32,0.31
3194,14926,2,6,1,1,0.7,1.21,0.32,0.31
3195,14929,1,8,2,5,0.7,0.13,0.53,0.71
3196,14930,2,8,3,2,0.16,-1.14,-0.24,0.96
3197,14931,1,8,5,5,0.12,1.21,1.52,0.44
3198,14933,2,8,3,1,-0.42,1.21,-0.74,-0.6
3199,14934,1,8,4,3,-1.54,-0.5,-0.68,0.58
3200,14935,1,8,2,5,1.28,0.8,1.73,1.52
3201,14939,2,3,2,3,0.7,1.21,0.32,0.71
3202,14940,1,8,1,2,-0.42,-3.94,-1.09,-1.64
3203,14941,1,8,3,2,0.12,-1.58,0.32,-0.21
3204,14942,2,5,4,1,1.82,1.21,0.32,0.71
3205,14943,2,2,5,5,-0.42,-0.92,-2.15,-1.0
3206,14944,1,5,3,2,1.24,1.21,1.73,1.52
3207,14947,2,6,1,3,-1.54,-0.5,-2.5,-1.64
3208,14950,1,6,4,5,1.82,0.55,1.34,1.77
3209,14952,1,8,2,5,1.82,1.21,1.17,1.38
3210,14953,2,8,5,5,1.82,0.8,0.53,2.17
3211,14954,1,8,5,5,1.82,0.13,1.73,0.96
3212,14956,1,5,1,5,-1.54,-0.95,0.11,-1.1
3213,14957,1,6,4,5,1.82,0.13,1.73,0.98
3214,14959,2,8,3,5,0.7,1.21,0.67,2.17
3215,14960,2,8,1,2,-1.54,-0.5,-0.44,-1.39
3216,14962,1,2,5,5,0.7,0.8,1.52,0.71
3217,14963,2,2,4,2,0.16,0.16,-0.88,-0.2
3218,14966,1,8,1,4,-0.42,0.13,0.32,0.19
3219,14967,2,5,5,3,1.82,-0.5,1.73,1.1
3220,14969,1,8,5,3,-0.42,-0.5,-1.44,-0.6
3221,14971,2,8,4,1,1.24,-0.5,-0.03,1.52
3222,14972,2,8,2,4,-1.54,-0.92,-0.91,-0.99
3223,14973,1,2,1,4,0.7,-0.5,0.88,0.31
3224,14974,1,2,2,5,1.82,1.21,1.52,1.77
3225,14975,2,8,3,2,-0.42,-0.5,0.32,0.19
3226,14977,2,8,4,2,-0.42,1.21,-0.91,-1.64
3227,14978,1,8,5,4,0.16,-0.92,0.11,-0.85
3228,14979,1,8,2,5,1.82,1.21,1.73,1.35
3229,14980,2,5,2,2,-0.42,-0.5,0.11,0.19
3230,14981,1,3,2,5,-1.54,-0.92,-0.35,-0.75
3231,14982,2,5,2,5,1.24,-0.5,1.52,1.78
3232,14983,1,8,4,4,0.16,1.21,-0.35,-0.6
3233,14985,2,8,2,1,-1.54,-1.17,-1.09,-0.59
3234,14986,2,5,4,2,-1.54,-0.5,0.32,-0.21
3235,14987,2,5,1,3,-0.96,-0.92,-0.24,-0.99
3236,14988,1,3,1,2,0.7,-0.5,0.88,1.77
3237,14990,1,8,1,3,0.12,0.58,0.32,0.32
3238,14991,2,6,2,3,-1.54,-0.5,-0.21,-1.64
3239,14992,1,5,5,4,-0.42,-0.5,-0.7,0.05
3240,14993,2,5,2,3,0.16,1.21,1.14,0.83
3241,14994,1,8,2,4,-0.96,-0.53,0.32,-0.85
3242,14997,1,5,2,5,1.82,1.21,-0.35,2.17
3243,14998,1,8,4,5,1.82,1.21,1.73,2.17
3244,14999,1,8,4,5,-0.42,0.8,0.32,-0.2
3245,15000,2,8,1,2,-1.54,0.8,-0.09,-1.14
3246,15002,1,8,5,2,1.24,-0.5,0.11,1.52
3247,15005,1,8,3,2,-0.42,-0.5,-0.91,-0.6
3248,15006,1,8,1,1,0.7,-1.17,-0.06,0.31
3249,15008,1,3,5,3,0.12,1.21,0.71,0.04
3250,15010,2,7,5,2,-0.42,1.21,-0.24,0.19
3251,15011,1,8,4,3,-1.54,-0.5,0.32,-1.39
3252,15013,2,5,5,5,1.82,0.8,0.26,0.17
3253,15014,2,8,3,5,1.28,1.21,1.73,1.75
3254,15015,1,5,1,2,-1.54,-0.5,-0.94,-0.34
3255,15016,2,2,2,3,-1.54,-0.5,-0.03,-0.6
3256,15017,2,3,3,1,0.7,-0.5,-0.06,1.13
3257,15018,1,8,5,2,-0.42,-1.58,0.71,0.71
3258,15019,2,8,3,3,-0.42,1.21,1.32,1.36
3259,15023,2,3,4,5,0.7,0.38,0.32,1.13
3260,15028,2,8,3,1,-0.42,-0.5,0.32,0.19
3261,15029,1,8,2,2,-1.54,-0.5,-0.27,0.32
3262,15031,1,2,5,5,0.7,-0.5,1.73,1.1
3263,15033,2,5,2,3,0.7,-0.5,1.73,1.1
3264,15034,2,8,5,4,0.7,0.13,1.52,0.98
3265,15035,2,8,5,5,-1.54,-1.98,1.73,-1.89
3266,15036,1,6,5,3,0.16,0.8,-1.09,0.05
3267,15037,1,5,4,2,0.7,-0.5,0.32,-0.46
3268,15038,1,6,1,5,0.7,-0.92,0.11,1.65
3269,15039,1,2,2,3,1.82,1.21,1.73,1.23
3270,15040,1,8,3,3,0.16,-0.5,0.32,0.71
3271,15042,1,8,1,2,-0.37,-0.5,0.32,-1.64
3272,15046,1,8,3,5,0.7,1.21,0.32,0.44
3273,15047,1,2,5,5,1.24,0.8,1.73,-0.74
3274,15049,2,8,1,3,0.7,-0.5,1.73,1.36
3275,15050,2,8,5,5,0.16,-0.09,0.11,0.19
3276,15051,1,8,2,2,-0.42,-1.58,-2.5,-1.89
3277,15053,2,5,3,2,-1.54,-1.17,-0.62,-1.64
3278,15054,1,8,5,2,1.82,1.21,1.73,1.78
3279,15055,1,2,5,5,-0.37,-0.92,-1.09,-0.2
3280,15056,1,8,5,5,0.7,1.21,0.67,0.44
3281,15058,2,8,2,2,-0.42,0.8,0.11,0.19
3282,15060,2,8,3,4,-0.42,-0.09,-1.09,-0.2
3283,15061,1,8,3,5,-0.42,-0.5,0.71,0.19
3284,15064,1,5,3,2,-0.42,1.21,0.53,-0.21
3285,15067,1,8,1,5,0.7,0.16,0.11,0.19
3286,15068,1,5,4,1,-1.54,1.21,-1.47,-1.39
3287,15069,2,8,4,5,0.16,1.21,0.32,-0.35
3288,15070,1,7,4,2,1.24,1.21,0.32,1.13
3289,15071,2,8,4,4,-0.42,1.21,-0.74,-0.2
3290,15072,2,8,4,5,0.7,0.8,1.17,0.71
3291,15073,1,5,5,4,-1.54,-0.5,0.32,-0.85
3292,15074,1,8,5,4,0.7,0.8,0.71,-1.25
3293,15075,1,4,1,4,0.16,0.8,0.32,-0.35
3294,15078,2,8,3,2,0.7,1.21,0.32,0.61
3295,15079,1,2,5,5,-0.42,-0.5,-0.15,0.05
3296,15083,2,3,4,5,1.82,1.21,1.52,1.38
3297,15084,2,8,5,4,0.7,-0.5,1.52,-1.0
3298,15087,1,8,5,4,-1.54,-2.0,-1.09,-0.85
3299,15088,2,8,2,5,0.7,-0.5,-1.09,1.13
3300,15089,2,8,2,4,0.12,-0.5,-0.56,-0.6
3301,15091,2,8,4,4,0.12,1.21,0.32,0.71
3302,15092,2,8,5,4,-1.54,-1.61,-0.53,-0.6
3303,15093,1,8,3,3,0.16,-0.5,0.11,-0.99
3304,15094,1,8,2,4,-0.42,1.21,0.32,-0.85
3305,15096,2,8,5,5,0.7,-0.5,-2.5,-1.64
3306,15097,2,8,3,4,0.12,1.21,-0.32,1.78
3307,15098,2,5,3,1,0.7,0.8,0.32,0.83
3308,15100,2,8,3,2,-1.54,-0.5,0.32,0.58
3309,15101,2,8,5,5,-0.96,0.55,-0.74,-0.2
3310,15102,2,6,2,1,-1.54,-0.5,-1.09,-0.2
3311,15103,1,5,1,1,0.7,-1.14,-0.06,0.71
3312,15104,2,3,2,2,0.16,-0.5,-0.11,0.32
3313,15108,2,5,5,4,0.7,-0.5,0.32,-0.6
3314,15111,1,3,3,4,1.24,0.16,1.73,0.73
3315,15112,2,5,3,2,-1.54,-0.5,-2.5,-1.89
3316,15114,1,8,3,4,0.7,-0.5,0.53,-1.5
3317,15115,2,3,3,3,0.16,1.21,1.52,1.75
3318,15117,1,5,2,2,0.16,0.55,0.67,-0.21
3319,15119,2,8,5,4,1.24,0.16,1.73,1.75
3320,15121,1,8,4,5,0.7,-0.5,1.73,2.17
3321,15122,2,5,1,5,1.24,1.21,0.5,0.96
3322,15123,2,3,4,1,-0.42,-0.5,-0.27,-0.2
3323,15124,2,8,4,4,-0.42,0.55,-0.32,0.44
3324,15126,2,8,2,3,0.7,-0.5,0.32,0.19
3325,15128,1,8,2,5,1.82,1.21,1.73,2.17
3326,15129,1,5,1,1,-1.54,-0.5,-2.5,-0.7
3327,15130,1,8,5,4,0.7,1.21,0.11,0.71
3328,15131,1,8,3,2,-0.42,0.8,0.29,-0.6
3329,15132,1,8,2,4,0.7,-0.5,0.32,-0.6
3330,15133,1,5,1,4,1.82,1.21,1.52,1.78
3331,15134,2,3,5,5,0.16,0.8,0.32,0.19
3332,15135,2,8,3,3,-0.42,1.21,0.53,0.71
3333,15136,2,8,3,4,0.7,-0.5,0.32,1.13
3334,15138,1,8,5,5,1.82,-0.09,0.71,1.75
3335,15139,1,5,4,5,0.7,0.38,1.38,0.71
3336,15141,2,5,1,3,0.7,1.21,-0.53,1.13
3337,15142,1,3,5,1,0.16,-1.17,0.32,0.71
3338,15143,1,2,5,5,1.82,1.21,1.73,1.35
3339,15144,2,5,4,3,-1.54,-0.11,0.96,0.58
3340,15149,2,6,1,1,-0.42,-0.5,0.88,1.75
3341,15151,2,5,3,1,-0.42,-0.11,-0.68,0.05
3342,15152,1,5,4,3,0.12,0.8,0.32,-1.25
3343,15153,1,8,5,4,0.7,-0.09,0.32,1.13
3344,15154,1,3,1,1,0.7,-2.22,0.32,0.71
3345,15156,1,2,5,5,1.28,-0.92,0.32,0.96
3346,15158,2,2,4,5,-0.37,-2.22,-2.5,-1.64
3347,15159,1,5,5,5,0.7,1.21,0.67,0.71
3348,15160,1,5,4,3,-0.42,1.21,-0.42,0.46
3349,15161,1,8,4,3,0.12,-0.5,0.32,0.31
3350,15162,2,3,4,2,0.16,1.21,0.32,-0.6
3351,15163,1,8,5,1,-0.42,0.8,0.32,0.06
3352,15164,2,2,5,5,1.82,1.21,0.11,0.73
3353,15166,2,8,4,3,0.12,1.21,0.11,0.71
3354,15168,2,8,3,1,0.16,-1.58,-0.74,-0.6
3355,15169,1,8,4,3,0.7,-2.62,0.24,-1.39
3356,15171,2,8,5,5,0.7,1.21,0.32,1.13
3357,15172,2,8,5,4,0.7,1.21,-0.09,-0.07
3358,15173,1,8,2,2,-0.42,-0.5,0.32,-0.35
3359,15174,2,3,1,3,0.16,1.21,1.73,1.23
3360,15175,2,8,5,3,0.12,-0.5,1.06,1.13
3361,15176,2,8,3,4,-0.96,-1.34,0.32,-0.2
3362,15177,1,8,5,2,1.28,1.21,1.52,0.31
3363,15178,1,8,3,2,0.7,0.8,0.71,0.96
3364,15179,1,8,4,4,0.12,-0.5,0.11,0.19
3365,15182,1,8,5,5,0.16,-0.92,-0.35,-0.85
